asin,search_term,page_number,position,scrape_date,scrape_time,scrape_hour,title,price,original_price,sponsored,reviews_count,rating,sales_history,prime
B0FQBMQVHF,iams,5,18,9/25/2025,23-36:25,23,"WXEXUDIN Housses de siège de voiture en cuir pour KIA Soul I (Am) 2009-2014, housses de siège avant arrière, housses de siège de voiture 5 sièges accessoires voiture, E/violet",59.99,,FALSE,,,,FALSE
B0FRZ6HMLQ,iams,5,19,9/25/2025,23-36:25,23,"HHCVLUZI Voiture Housse Siege pour KIA Soul I (AM) 2009-2014, Couvre Sieges Avant Arrière Housses Siège Cuir Protecteur Siège Confortable Respirant Accessoire,A/Black",59.99,,FALSE,,,,FALSE
B0FRZS59NN,iams,5,20,9/25/2025,23-36:25,23,"WXEXUDIN Ensembles De Housses Siège Voiture pour KIA Soul I (AM) 2009-2014, Confortables Et Respirant Protection Couvre Sieges Protecteurs de siège Auto,D/Blue",50.99,,FALSE,,,,FALSE
B0DGHV3JY4,iams,5,23,9/25/2025,23-36:25,23,"Tasse colorée d'affirmation positive « I am enough just as I am, and I am Constantly Growing and Evolving »",19.19,,FALSE,,,,FALSE
B0D4YHCGRR,iams,5,24,9/25/2025,23-36:25,23,LMMPP Vérin à gaz pour Kia Soul I (AM) Crossover 2009 2010 2011 2012 2013 2014 amortisseur de chocs,31.84,,FALSE,,,,FALSE
B0DPLWMJWQ,iams,5,25,9/25/2025,23-36:25,23,"AUJAN 1 paire de vérins à gaz pour Kia Soul I (AM) Crossover 2009 2010 2011 2012 2013 2014, vérin à gaz de voiture",51.28,,FALSE,,,,FALSE
B0FCY76KPS,iams,5,26,9/25/2025,23-36:25,23,Music is Not What I Am Funny Stickers 10 Pcs Warning Stickers for Car Bar Home Decor (12*18cm),11.93,,FALSE,,,,FALSE
B0DJW1N4Y1,iams,5,27,9/25/2025,23-36:25,23,"Dolyues Bible Case with 2 PU Leather Bookmarks for Women, Bookmarks, Bible Proverbs, Blue Carrying Case, 2XL-BE Still and KONW That IAM GOD",41.46,,FALSE,,,,FALSE
B0DPV8DZZL,iams,5,28,9/25/2025,23-36:25,23,"HZEXTKWD Lot de 2 vérins de hayon arrière pour Kia Soul I (AM) Crossover 2009 2010 2011 2012 2013 2014, ressorts à gaz hydrauliques",45.99,,FALSE,,,,FALSE
B0DQTQB83K,iams,5,29,9/25/2025,23-36:25,23,"HRDSFRC Lot de 2 vérins à gaz pour hayon arrière de voiture Kia Soul I (AM) Crossover 2009 2010 2011 2012 2013 2014, entretoises de coffre hydrauliques et amortisseurs télescopiques",46.67,,FALSE,,,,FALSE
B0DH74Q32N,iams,5,30,9/25/2025,23-36:25,23,"2x Ressorts À Gaz Hayon Pour Kia Soul I (AM) Crossover 2009 2010 2011 2012 2013 2014, Tronc Ressorts À Gaz Amortisseurs Hydraulique Bras Télescopique Bras Accessoire",45.99,,FALSE,,,,FALSE
B0C5RP7SN1,iams,5,31,9/25/2025,23-36:25,23,2pcs Front Coil Springs Compatible with KIA SOUL I (AM) 2009-2014 SSA/KA/001A,25.1,,FALSE,,,,FALSE
B0DPZ43PQR,iams,5,32,9/25/2025,23-36:25,23,"Balais d'essuie-glace de voiture pour KIA Soul EV AM PS SK3 Hatchback 2009 2010 2012 2015 2018 2019 2020 2022 2023 2024 (bleu (LHD), (I. AM) 2009-20222 )",25.4,,FALSE,,,,FALSE
B08ZTVHXNV,iams,5,33,9/25/2025,23-36:25,23,catz finefood Purrrr Wet Food for Cats Sensitive to Nutrition - Monoprotein - No. 119-70% Meat - 16 Bags of 85g,29.04,,FALSE,42,4.5,,FALSE
B00SV9BFBA,iams,5,34,9/25/2025,23-36:25,23,"catz finefood Feinkost Wet Cat Food with Chicken, Tuna, Beef, Redfish, Lamb, Shrimp, Game, 6 x 400 g (2 Pack)",23.69,,FALSE,470,4.4,,FALSE
B091G1HSH2,iams,5,35,9/25/2025,23-36:25,23,Casio CDP-S110BKC5 Fully Weighted Digital Percussion Piano,308,,FALSE,747,4.7,,FALSE
B00ZUBASTW,iams,5,36,9/25/2025,23-36:25,23,Kärcher Kärcher 2.643-037.0 Adapter Kit,23.15,26.95,FALSE,1,4.5,,FALSE
B08L6HZ7Z2,iams,5,37,9/25/2025,23-36:25,23,"Bestron sandwich maker, non-stick sandwich machines for two sandwiches, with automatic temperature adjustment & availability indicator Copper Collection, Colour: Copper",25.91,,FALSE,4,4.5,,FALSE
B07YFXYF9W,iams,5,39,9/25/2025,23-36:25,23,Therm-a-Rest MondoKing 3D Sleeping Area 196 x 64 cm (L) Navy Blue,217.57,,FALSE,336,4.4,,FALSE
B0B4SFX9ZF,iams,5,40,9/25/2025,23-36:25,23,Swirl 5 Litre (4 x 40 Bags) Tear-Proof and Waterproof Bin Bags for Bathroom and Cosmetics with Carry Handle,13.69,,FALSE,122,4.7,,FALSE
B07RHYJL3X,iams,5,41,9/25/2025,23-36:25,23,Panasonic - Personalcare ER-GY60-H503 | 2 in 1 trimmer - Beard and body - Ishaper 20 cutting positions 4 accessories 50 min autonomy Charge 1 hour Wet & Dry Silver,74.99,91.99,FALSE,12,4.3,,FALSE
B071Z2XTNP,iams,5,43,9/25/2025,23-36:25,23,"Bialetti - Moka Express Italia Collection: The Iconic Espresso Maker, That Makes Real Italian Coffee, 3 Cups Moka Coffee Maker (130 ml), Aluminum, Colored In Red, Green And Silver",27.89,37.9,FALSE,37,4.6,,FALSE
B0B6GMT13C,iams,5,44,9/25/2025,23-36:25,23,"Ohuhu 60 Colors Alcohol Based Markers with Dual Tip for Adult Artists, Coloring, Drawing, Landscape Illustrations",43.83,,FALSE,14,4.8,,FALSE
B0B4F4GLRG,iams,5,45,9/25/2025,23-36:25,23,"Elizabeth Arden White Tea, Eau de Parfum Vaporisateur pour Femme, Senteur Florale, Parfum Pur et Délicieusement Simple",46.9,,FALSE,606,4.6,,FALSE
B004NNPWJE,iams,5,47,9/25/2025,23-36:25,23,Pentel C277-HB Case of 40 Leads 0.7 mm HB,5.81,,FALSE,11,4.6,,FALSE
B00R1C4632,iams,5,48,9/25/2025,23-36:25,23,"Barbecook BBQ Utensil Set with Spatula, Fork and Barbecue Tongs in Stainless Steel and Birch Wood Handle",17.95,19.49,FALSE,128,4.7,,FALSE
B0DKDFFCFP,iams,6,3,9/25/2025,23-36:25,23,"50 ml Organic Atlas Cedar Essential Oil (Cedrus Atlantica) – 100% Pure, Natural and Organic – Authentic Cedar Fragrance for Diffuser, DIY Cosmetics, Soap, etc.",9.99,,FALSE,87,4.3,,FALSE
B0166OHEXO,iams,6,16,9/25/2025,23-36:25,23,Iam – En Concert 2013 Poster 70 x 100 cm,24.99,,FALSE,,,,FALSE
B018M18FJQ,iams,6,18,9/25/2025,23-36:25,23,"THERMOS Thermos Extra Large Hip Flask 1.2 L, Stainless Steel, Stainless Steel, 9.5 x 11 x 31.3 cm",40.88,,FALSE,22,4.7,,FALSE
B08BPFTZQS,iams,6,19,9/25/2025,23-36:25,23,IAM Ceramic Mug,13.19,,FALSE,,,,FALSE
B07YDSR1HL,iams,6,20,9/25/2025,23-36:25,23,Sealey AK4314 JIS Screwdriver Set (4 Pieces),30.99,,FALSE,3,4.2,,FALSE
B08SP6F12Q,iams,6,21,9/25/2025,23-36:25,23,"I'Am ASHLEY I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08VCQPB1W,iams,6,22,9/25/2025,23-36:25,23,"I'Am RYLEIGH I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08TYVDGVC,iams,6,23,9/25/2025,23-36:25,23,"I'Am RAUL I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B015SSJNF6,iams,6,24,9/25/2025,23-36:25,23,Iam - 40X60 Cm Affiche / Poster,17.99,,FALSE,,,,FALSE
B08TW5FN7S,iams,6,25,9/25/2025,23-36:25,23,"I'Am MIGUEL I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08TW5FN92,iams,6,26,9/25/2025,23-36:25,23,"I'Am MICHEAL I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08TR4RVZ9,iams,6,27,9/25/2025,23-36:25,23,"I'Am LARRY I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08TQJ8W3Y,iams,6,28,9/25/2025,23-36:25,23,"I'Am DEANNA I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B017753J3A,iams,6,29,9/25/2025,23-36:25,23,L'Ecole du Micro d Argent,31,,FALSE,1,4.6,,FALSE
B0D6W6NJXT,iams,6,30,9/25/2025,23-36:25,23,"Doeshine Samsung Galaxy Z Flip 6 Case with Kickstand Ring, Back Screen Protector and Hinge Protector, Smooth Texture Slim Shockproof for Samsung Galaxy Z Flip 6",14.99,,FALSE,79,3.5,,FALSE
B00KTV1DV0,iams,6,31,9/25/2025,23-36:25,23,"I'Am LILLIAN I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",34.99,,FALSE,,,,FALSE
B08R65TCYX,iams,6,32,9/25/2025,23-36:25,23,"C.A.O. 2-Piece Stainless Steel Cutlery with Clip for Camping and Hiking Unisex Adults, L 16 cm, Silver",10.08,,FALSE,14,4.8,,FALSE
B07RJXY4TR,iams,6,33,9/25/2025,23-36:25,23,XVII,10.1,,FALSE,15,4.1,,FALSE
B0B4GD3BT9,iams,6,34,9/25/2025,23-36:25,23,Rover IAM Gulf Stream Mica Base 0.5 Litre 500 ml Car Paint in Litre Pot,28.9,,FALSE,5780,,,FALSE
B09RQS4VNC,iams,6,35,9/25/2025,23-36:25,23,"Hopestly Dogtor I'am Trust Me Sac de Voyage de Sport Réutilisable en Coton Reusable Sport Bag Cotton Beige, Beige",16.69,,FALSE,,,,FALSE
B08VCMWPN7,iams,6,36,9/25/2025,23-36:25,23,"I'Am ROLAND I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B0166O9YGO,iams,6,37,9/25/2025,23-36:25,23,Iam Poster 40 x 60 cm,12.99,,FALSE,,,,FALSE
B08TW5FLLQ,iams,6,38,9/25/2025,23-36:25,23,"I'Am HARLEY I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B07QV41DQT,iams,6,39,9/25/2025,23-36:25,23,IAM-009 Watch Case with Glass Fuchsia,25,,FALSE,,,,FALSE
B08VCKZ5YZ,iams,6,40,9/25/2025,23-36:25,23,"I'Am WILSON I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08TQDLPX7,iams,6,41,9/25/2025,23-36:25,23,"I'Am ETHAN I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08SP5GQGW,iams,6,42,9/25/2025,23-36:25,23,"I'Am ANNA I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B013R8CUKE,iams,6,43,9/25/2025,23-36:25,23,Soursoup IAM Super Juice 330ml Spiked Planter,1.7,,FALSE,515,,,FALSE
B08VCH8VNJ,iams,6,44,9/25/2025,23-36:25,23,"I'Am VERONICA I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08TQDLPZF,iams,6,45,9/25/2025,23-36:25,23,"I'Am GREG I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B096XZQJ7T,iams,6,46,9/25/2025,23-36:25,23,"Iam IAM-KIT517 Men's Digital Quartz Watch with Silicone Strap Lemon Tree 44 mm Band, Lemon Tree, 44MM, band",32.12,,FALSE,,,,FALSE
B08VCYD9Q3,iams,6,47,9/25/2025,23-36:25,23,"I'Am WAYNE I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B08VCN6CNN,iams,6,48,9/25/2025,23-36:25,23,"I'Am RYAN I'am Fibromyalgia Warrior: Stay Organized With The Simplest Fibromyalgia awareness journal Book , Chronic Pain & Symptoms Dairy , Pain & Illness Tracking journal (Chronic Illness Diary)",31.99,,FALSE,,,,FALSE
B005QO8GJC,nutro products,1,1,9/25/2025,23-36:25,23,"Simple Solution Enzyme Urine Destroyer Cleaner, Pet Stain & Odour Remover with Pro-Bacterial Cleaning Power - 4 Ltrs (4 Pack)",11.69,,FALSE,55,4.2,100+ bought in past month,FALSE
B0B94MTM6M,nutro products,1,2,9/25/2025,23-36:25,23,"Simple Solution New Technology Spray Refill Urine Destroyer, Stain Remover and Odour Remover for Pets with Pro-Bacterial Cleaning Power - 400ml",9.39,,FALSE,68,4.3,,FALSE
B0BXLRNVSQ,nutro products,1,3,9/25/2025,23-36:25,23,"Beaphar VETOplus Spot-On for Medium Dogs (15-30 kg), Protection Against Ticks, Fleas, Mosquitoes and Autumn Mites",15.26,,FALSE,30,4,,FALSE
B0D9FKPC3G,nutro products,1,4,9/25/2025,23-36:25,23,Bona Pet System Intensive Hard Floor Cleaner 2.5L Refill - Pet Stain & Odour Cleaner - Urine Stain Remover - Suitable for Dogs and Cats,25.99,,FALSE,26,3.7,,FALSE
B00TZGAB36,nutro products,1,5,9/25/2025,23-36:25,23,Nutro Chicken and Whole Brown Rice and Oatmeal Recipe Adult Complete Dog Food 30 lbs,254.64,,FALSE,31,4.7,,FALSE
B07ZCWWZSM,nutro products,1,6,9/25/2025,23-36:25,23,NEOVETO Vermipurge - Natural Dewormer for Dogs - Active ingredients approved by Les Services Vétérinaires Français - Made in France - Tablets,18.99,,FALSE,24,4,,FALSE
B00TQRL9NU,nutro products,1,7,9/25/2025,23-36:25,23,Nutro Natural Choice Lite Weight Loss Diet Lamb Rice Recipe Adult Dog Food 30 LB,301.13,,FALSE,12,4.6,,FALSE
B09QMKVS2Y,nutro products,1,8,9/25/2025,23-36:25,23,Nature's Miracle Set-In Stain Remover - Spray Solution Designed for Deeply Inlaid Cat Stains and Odors - Active Oxygen Formula - Multi-Surface - Orange Fragrance - 710ml,21.95,,FALSE,781,4.1,,FALSE
B0CHMX3SGC,nutro products,1,9,9/25/2025,23-36:25,23,"Itching & Chews for Dogs Immune Treats for Pet Allergy Relief, Itchy Skin & Coat Relief Healthier, 30pcs",13.99,14.99,FALSE,247,4,,FALSE
B0D45R7ZK6,nutro products,1,10,9/25/2025,23-36:25,23,"Neem Oil for Dogs and Cats 250ml, Anti-Parasitic for Dogs and Cats Natural Anti-Tick and Flea Repellent - Protection Against Mosquitoes, Flies, Mites and Lice - Safe",19.99,,FALSE,22,3.9,,FALSE
B009OAJT2W,nutro products,1,11,9/25/2025,23-36:25,23,Beaphar – Fresh Breath Toothpaste for Dogs and Cats – Very Appetizing – No Rinse – Removes Dental Plaque – Prevents Tartar Formation – Fights Bad – 100g Tube,5.99,,FALSE,38,4.2,50+ bought in past month,FALSE
B00G5HWFCS,nutro products,1,12,9/25/2025,23-36:25,23,"Vetocanis Cleaning Wipes for Dogs and Cats x 72, Cleaning Wipes for Dogs, Cats and Ears, Eyes and Paws of All Breeds and Ages, Plant-Based Formula, Large",6.9,,FALSE,834,4.6,,FALSE
B0BZPLMB61,nutro products,1,13,9/25/2025,23-36:25,23,"Animal Supply Pet Dust Mite Oil 50ml - Effective Immediate Product for Dogs, Cats and Pets - Anti Dust Mite with Chamomile - Gentle Care in Case of",19.9,,FALSE,39800,,,FALSE
B0D7W7DH1H,nutro products,1,14,9/25/2025,23-36:25,23,"Chewable Tablets For Dogs Anti - Flea And Tick, Soft Anti-Tick Tablets, Anti-Flea And Anti Tick Natural Supplements, Peking Duck Pest Control Flavour (60 Tablets)",15.99,,FALSE,115,3.8,,FALSE
B07GKY4QJ3,nutro products,1,15,9/25/2025,23-36:25,23,"Ocucan Toby Eye Cleanser with Hyaluronic Acid for Dogs and Cats, Gently and Naturally Removes Crusts and Dirts, Prevents Spots (100ml)",15,,FALSE,12,4.4,,FALSE
B07ZGWHYLF,nutro products,1,16,9/25/2025,23-36:25,23,BEAPHAR - Zalmolie - Afkomstig Uit Duurzame Visvangst - Energierijk - Smaakvol - Voor Hond & Kat - Voor Glanzende Vacht - Maakt Voeding Smaakvoller - Ondersteunt Gewrichten - 430 ml,8.39,,FALSE,547,4.2,,FALSE
B00O7QSKBO,nutro products,1,17,9/25/2025,23-36:25,23,DIBO 20 Bags of Beef Hooves Bulk Small Natural Snack or Chew Treat Dog Food Quality Chemical Free,14.95,,FALSE,363,4.4,,FALSE
B0C4SRRFN1,nutro products,1,18,9/25/2025,23-36:25,23,"15 in 1 Multivitamin for Dogs, 150 Vitamins and Supplements for Dogs for Joint Support, Digestion, Heart, Skin, Coat Care, Vitamins A, E, D3, B12",26.99,,FALSE,212,4.5,,FALSE
B09GMPKKPQ,nutro products,1,20,9/25/2025,23-36:25,23,"Anicare Premium Joint Care: Joint Chew Treats with Glucosamine, Chondroitin, MSM and Green Orle Mussels",36.97,,FALSE,17,4.1,,FALSE
B0BVZMJXPD,nutro products,1,21,9/25/2025,23-36:25,23,"INABA Ciao Bisque Wet Cat Food with 30% Tuna & 86% Moisture | Grain-Free, Sugar-free, No By-Products | Creamy & Delicious Japanese Cat Soup Paste 40g (1",1.19,,FALSE,456,4.4,,FALSE
B0DK9739ZV,nutro products,1,22,9/25/2025,23-36:25,23,dog brush 1 piece dog grooming brush dog brush dog brush pet brush dehydration brush for dogs cats and other pets,9.86,,FALSE,64,4,50+ bought in past month,FALSE
B07FTRT8WN,nutro products,1,23,9/25/2025,23-36:25,23,"BluePet 3 Sizes Set - Reliable Tick Remover for Dogs, Cats, Horses and Men - Tick Removal - Perfect for Any Emergency Tick Kit",5.08,5.88,FALSE,42,4.5,,FALSE
B07PSJ9FLX,nutro products,1,24,9/25/2025,23-36:25,23,Nobby Italian ham bone for adult dogs 1 pack (1 x approx. 220 g),1.79,,FALSE,825,3.7,,FALSE
B005EFUL0K,nutro products,1,25,9/25/2025,23-36:25,23,"Vitakraft Liquid Snack Chicken + Taurine Cat Treat, 6 x 15 g",2.19,,FALSE,28,4.7,200+ bought in past month,FALSE
B01HB0GZZ0,nutro products,1,26,9/25/2025,23-36:25,23,Nobby Pressed Chew Bone for Dogs 5 x 40 g,5.39,,FALSE,24,4.3,,FALSE
B00MW2BKC6,nutro products,1,27,9/25/2025,23-36:25,23,Eyenimal Num'axes Ultrasonic Dog Repeller,10.43,14.9,FALSE,324,3.3,,FALSE
B09127WZJG,nutro products,1,28,9/25/2025,23-36:25,23,"Edgard & Cooper Wet Food for Adult Dogs Grain-Free Natural Multipack Food 6 x 100g 2 x Chicken/Turkey, 2 x Lamb/Beef and 2 Game / Fresh Duck, Full Feed",5.99,7.95,FALSE,492,4.3,50+ bought in past month,FALSE
B00YC6I5IC,nutro products,1,29,9/25/2025,23-36:25,23,"BEAPHAR – Ultra-Detangling Spray for Dogs – Natural Extracts of Iris, Shea Milk and Grape Polyphenol – Detangles, Moisturizes, Softens, Protects Hair – Ready to Use, No Rinse – 200 ml",,,FALSE,53,4.4,,FALSE
B0191IVKRI,nutro products,1,30,9/25/2025,23-36:25,23,PEDIGREE Dog Food - 48 Freshness Sachets (Pack of 4 Packs 12 x 100g) - Pate in Sauce - Beef/Turkey/Lamb/Chicken - Complete & Balanced Food with Natural Ingredients,20.16,21.99,FALSE,18,4.7,50+ bought in past month,FALSE
B0057G0TJ4,nutro products,1,31,9/25/2025,23-36:25,23,"TRIXIE 23632 Pack of 12 Dog Diapers, Size S-M, Waist Size 28-40 cm",4.99,7.99,FALSE,24,3.9,,FALSE
B00ENZ86HC,nutro products,1,32,9/25/2025,23-36:25,23,Aimé - Dog Bones with Ham - 100% Natural Dog Chew Bone and Dog Treat for All Breeds and All Ages - Dog Reward.,2.9,3.19,FALSE,14,4,,FALSE
B00O4B75NG,nutro products,1,33,9/25/2025,23-36:25,23,TRIXIE Trainer Snack Mini Hearts - 200g,2.8,,FALSE,13,4.4,,FALSE
B0DPSMFV8C,nutro products,1,34,9/25/2025,23-36:25,23,"Aomig Anti Bark Device 4 Modes Ultrasonic Dog Repeller Dual Mode Anti Bark Device for Dogs with LED Display and Flashlight, Rechargeable Bark Stopper,",21.59,,FALSE,45,3,,FALSE
B0173NA0AG,nutro products,1,35,9/25/2025,23-36:25,23,"PEDIGREE DENTASTIX Dental Sticks for Large Dogs +25 kg - 56 Chew Sticks (Pack of 8 Bags of 7 Treats) - Oral Hygiene, Scientifically Proved, Daily Cleaning",15.62,16.98,FALSE,68,4.8,100+ bought in past month,FALSE
B07255W62X,nutro products,1,36,9/25/2025,23-36:25,23,"Croci - Dog Bed Mat 60 x 40 cm, 50 Pieces – Puppy Training Mat, Dogs and Cats, Ultra Absorbent Disposable, Tear-resistant and Odour-Resistant",12.79,,FALSE,33,4.3,50+ bought in past month,FALSE
B0BGL5Q57T,nutro products,1,37,9/25/2025,23-36:25,23,"Wellness Core, Puppy Trainers, Natural and Grain Free, Chicken/Carrot, 6 oz Bag",3.85,3.99,FALSE,41,4.4,,FALSE
B0DPX3SJMQ,nutro products,1,39,9/25/2025,23-36:25,23,Garronda 10L Bucket with Lid for Food and Chemical Storage 1 Piece Black GD-0104,5.99,11.99,FALSE,70,4.4,,FALSE
B010FZZUFE,nutro products,1,41,9/25/2025,23-36:25,23,Aimé | Cow Plush Toy 16 cm | Multicoloured and Sound Toy with Squeaker to Develop and Stimulate Senses | Soft Toy for Dogs All Sizes and Ages,4.99,,FALSE,43,3.8,50+ bought in past month,FALSE
B0FBLZDH84,nutro products,1,42,9/25/2025,23-36:25,23,"WJMY 2 Pack Reusable Magnetic Gloves for Pet Hair Removal, Electrostatic Principle, Lint Brush, Pet Hair Brush, Sofas and",,,FALSE,17,4.6,,FALSE
B0C5J7BB9L,nutro products,1,43,9/25/2025,23-36:25,23,"WHIMZEES Puppy Chew Sticks for Extra Small and Small Dogs, Natural Treats for Oral Hygiene, Size XS/S, Bag of 28 Pieces",6.99,7.99,FALSE,964,4.5,,FALSE
B0F5NPC7CW,nutro products,1,45,9/25/2025,23-36:25,23,"KOMUNJ Dog Stress Relief Duck, Yellow Duck with Buzzing Noise, Interactive Dog Toy, Plush Dog Toy, Chew Toy, Quiet Dog Toy",10.99,,FALSE,15,3.7,,FALSE
B079FWMLK7,nutro products,1,46,9/25/2025,23-36:25,23,ARTISAN GIFT CO Sliced Deer Antler Chew Bone for Puppies and Dogs with Low Bite - Min. weight 28g (S - 1 un),7.49,,FALSE,14,4.2,,FALSE
B0B2W9SVHF,nutro products,1,47,9/25/2025,23-36:25,23,"4 in 1 Dog Car Seat Covers, Universal Dog Protection with Viewing Window, Waterproof Non-Slip for Cars SUVs (137 x 147 cm)",25.99,,FALSE,17,4.5,100+ bought in past month,FALSE
B00O4E8XY8,nutro products,1,48,9/25/2025,23-36:25,23,Trixie Macho Dog Nappies 12 Units 30-46 cm,6.99,7.99,FALSE,45,4.3,,FALSE
B01J5QLEUY,nutro products,2,1,9/25/2025,23-36:25,23,"WHIMZEES by Wellness, Chew Sticks for Small Dogs, Natural Treats for Oral Hygiene, Size S, Bag of 28 Pieces",14.66,,FALSE,63,4.5,,FALSE
B001N00CTA,nutro products,2,2,9/25/2025,23-36:25,23,Eukanuba Adult Dog Dry Food For Small Breed Chicken 3 kg,14.2,20.85,FALSE,68,4.5,,FALSE
B01AUYLVU8,nutro products,2,3,9/25/2025,23-36:25,23,"Cat Mate C500 Automatic 5 Bowl Feeder with Digital Timer for Wet and Dry Pet Food with Two Ice Blocks, White",39.99,,FALSE,106,4.3,,FALSE
B015WPTMB0,nutro products,2,4,9/25/2025,23-36:25,23,"PetSafe - Ultrasonic Dog Bark System, Collarless Education Device, 7.5m Range - Indoor Use, Automatic, for Most Dogs",28.99,38.99,FALSE,591,2.8,,FALSE
B0028FCY5Y,nutro products,2,5,9/25/2025,23-36:25,23,"Trixie 23 cm Bite Resistant Frisbee for Dogs, Random Colours",4.99,7.99,FALSE,37,4.3,,FALSE
B00O3B1VDM,nutro products,2,6,9/25/2025,23-36:25,23,Flexi Retractable Dog Lead for Dogs up to 12 kg Small 8 m Black,12.99,19.99,FALSE,79,4.6,,FALSE
B0F2N7WNC4,nutro products,2,7,9/25/2025,23-36:25,23,Bogar Simply Wild - Dog Treats - Dog Food as a Supplement to the Regular Diet - Pork Ears x2-100% Natural and Dry - Helps Chew and Chew,4.02,,FALSE,80,3.7,,FALSE
B0CFTQBJG7,nutro products,2,8,9/25/2025,23-36:25,23,JosiDog Chicken in Sauce (12 x 415g) | Premium Wet Food for Adult Dogs | Chicken in Sauce with Vitamin D3 and E | Powered by Josera | Wet Dog Food | Food,11.88,,FALSE,222,4.5,,FALSE
B0F8HSDLVM,nutro products,2,9,9/25/2025,23-36:25,23,"DOUXO Skin & Coat SPA Oatmeal Dog Shampoo, Ultra-Safe, 250 ml, Deeply cleanses and moisturizes the skin, strengthens the coat, leaves the hair soft and shiny, gentle formula on the skin.",19.02,,FALSE,3,4.6,,FALSE
B017KDGC1K,nutro products,2,10,9/25/2025,23-36:25,23,Bubimex - Pork Ears x50 - Dog Treats - 100% Natural - No Additives - High in Protein - Suitable for All Breeds and Sizes - Promotes Oral Health - 2kg,70.16,,FALSE,91,4.4,,FALSE
B0DCNSLDNZ,nutro products,2,11,9/25/2025,23-36:25,23,Meloive Dog Collar MD23T-B,31.63,36.99,FALSE,96,3.9,,FALSE
B0CWS41518,nutro products,2,12,9/25/2025,23-36:25,23,Animal House 35 PCS Scented Wipes - Hypoallergenic and Biodegradable Wet Wipes for Dog and Cat Daily Cleaning (Vanilla),11.36,,FALSE,356,4.6,,FALSE
